gender,died.at.age,prob.death,risk.group,alt.age.death,lx,dx,ax,potential.years,years.lost.by.risk.group
Female,17,0.000912,0.010744,42,98621.581402,90.808918,0.5,25.5,16.375015
Female,17,0.000994,0.011738,43,98530.772485,99.019208,0.5,26.5,17.232526
Female,17,0.001087,0.012825,44,98431.753276,108.24005,0.5,27.5,18.102536
Female,17,0.001191,0.014016,45,98323.513226,118.57872,0.5,28.5,18.985728
Female,17,0.001307,0.015322,46,98204.934507,130.142804,0.5,29.5,19.882351
Female,17,0.001436,0.016758,47,98074.791703,143.034111,0.5,30.5,20.792204
Female,17,0.00158,0.018338,48,97931.757592,157.344544,0.5,31.5,21.71463
Female,17,0.001739,0.020077,49,97774.413048,173.168313,0.5,32.5,22.648627
Female,17,0.001915,0.021991,50,97601.244735,190.687047,0.5,33.5,23.593321
Female,17,0.00211,0.024101,51,97410.557688,210.159432,0.5,34.5,24.548174
Female,17,0.002328,0.026429,52,97200.398256,231.879105,0.5,35.5,25.512885
Female,17,0.002571,0.029001,53,96968.519151,256.109302,0.5,36.5,26.487058
Female,17,0.002842,0.031843,54,96712.40985,283.112892,0.5,37.5,27.470123
Female,17,0.003144,0.034988,55,96429.296958,313.186997,0.5,38.5,28.461402
Female,17,0.003481,0.038469,56,96116.109961,346.706604,0.5,39.5,29.460265
Female,17,0.003856,0.042325,57,95769.403357,384.104465,0.5,40.5,30.466147
Female,17,0.004274,0.046599,58,95385.298891,425.723212,0.5,41.5,31.478219
Female,17,0.004735,0.051334,59,94959.575679,471.576133,0.5,42.5,32.494784
Female,17,0.005236,0.05657,60,94487.999546,521.482551,0.5,43.5,33.513354
Female,17,0.005773,0.062342,61,93966.516995,574.962273,0.5,44.5,34.530674
Female,17,0.006336,0.068679,62,93391.554722,631.114965,0.5,45.5,35.542725
Female,17,0.006915,0.075594,63,92760.439757,688.737597,0.5,46.5,36.545046
Female,17,0.007509,0.083103,64,92071.70216,747.878982,0.5,47.5,37.534884
Female,17,0.008135,0.091238,65,91323.823178,810.267851,0.5,48.5,38.512581
Female,17,0.008817,0.100055,66,90513.555327,878.217826,0.5,49.5,39.480848
Female,17,0.009575,0.10963,67,89635.337501,953.676602,0.5,50.5,40.44325
Female,17,0.010426,0.120056,68,88681.660899,1038.420764,0.5,51.5,41.403433
Female,17,0.011389,0.131445,69,87643.240135,1134.355905,0.5,52.5,42.364893
Female,17,0.01247,0.143915,70,86508.88423,1242.020627,0.5,53.5,43.329731
Female,17,0.013665,0.15758,71,85266.863603,1361.041493,0.5,54.5,44.29839
Female,17,0.014957,0.172537,72,83905.82211,1489.747945,0.5,55.5,45.269454
Female,17,0.016357,0.188894,73,82416.074164,1629.142177,0.5,56.5,46.24193
Female,17,0.017887,0.206781,74,80786.931988,1781.558841,0.5,57.5,47.215778
Female,17,0.019571,0.226352,75,79005.373147,1949.314342,0.5,58.5,48.191455
Female,17,0.02143,0.247782,76,77056.058805,2134.497249,0.5,59.5,49.169522
Female,17,0.02348,0.271263,77,74921.561556,2338.666929,0.5,60.5,50.150282
Female,17,0.025727,0.29699,78,72582.894627,2562.409603,0.5,61.5,51.133454
Female,17,0.028161,0.325151,79,70020.485024,2804.86346,0.5,62.5,52.117901
Female,17,0.030755,0.355906,80,67215.621565,3063.252655,0.5,63.5,53.101474
Female,17,0.033456,0.389362,81,64152.368909,3332.270109,0.5,64.5,54.080901
Female,17,0.03611,0.425472,82,60820.098801,3596.608065,0.5,65.5,55.05005
Female,17,0.038684,0.464157,83,57223.490735,3853.007555,0.5,66.5,56.004329
Female,17,0.041067,0.505224,84,53370.48318,4090.304564,0.5,67.5,56.938751
Female,17,0.043125,0.548349,85,49280.178616,4295.299629,0.5,68.5,57.84799
Female,17,0.044711,0.59306,86,44984.878987,4453.278377,0.5,69.5,58.726443
Female,17,0.045672,0.638732,87,40531.60061,4548.957888,0.5,70.5,59.568299
Female,17,0.045862,0.684594,88,35982.642722,4567.898235,0.5,71.5,60.367622
Female,17,0.045164,0.729757,89,31414.744488,4498.330281,0.5,72.5,61.118476
Female,17,0.043506,0.773263,90,26916.414207,4333.22132,0.5,73.5,61.815094
Female,17,0.040886,0.814149,91,22583.192887,4072.249401,0.5,74.5,62.452116
Female,17,0.037381,0.85153,92,18510.943486,3723.22936,0.5,75.5,63.024907
Female,17,0.033157,0.884688,93,14787.714126,3302.49356,0.5,76.5,63.529941
Female,17,0.028452,0.91314,94,11485.220566,2833.842738,0.5,77.5,63.965226
Female,17,0.023554,0.936693,95,8651.377829,2345.974996,0.5,78.5,64.330712
Female,17,0.018762,0.955455,96,6305.402832,1868.726307,0.5,79.5,64.628589
Female,17,0.014346,0.969802,97,4436.676525,1428.87852,0.5,80.5,64.863371
Female,17,0.010507,0.980309,98,3007.798005,1046.526567,0.5,81.5,65.041687
Female,17,0.007358,0.987667,99,1961.271438,732.902272,0.5,82.5,65.171756
Female,17,0.004921,0.992588,100,1228.369167,490.121634,0.5,83.5,65.26262
Female,17,0.00314,0.995728,101,738.247532,312.717812,0.5,84.5,65.323279
Female,17,0.001911,0.997638,102,425.529721,190.302088,0.5,85.5,65.361921
Female,17,0.001109,0.998747,103,235.227632,110.472921,0.5,86.5,65.385396
Female,17,0.000615,0.999362,104,124.754712,61.219921,0.5,87.5,65.398997
Female,17,0.000638,1,105,63.534791,63.534791,1.459488,89.459488,65.414345
Female,22,0.000259,0.000259,22,99486.87799,25.731362,0.5,0.5,0.5
Female,22,0.000264,0.000523,23,99461.146628,26.275237,0.5,1.5,1.005229
Female,22,0.00027,0.000792,24,99434.871391,26.831302,0.5,2.5,1.513952
Female,22,0.000275,0.001068,25,99408.040089,27.405267,0.5,3.5,2.02625
Female,22,0.000281,0.001349,26,99380.634822,27.999103,0.5,4.5,2.542204
Female,22,0.000288,0.001638,27,99352.63572,28.671264,0.5,5.5,3.062748
Female,22,0.000297,0.001934,28,99323.964456,29.542127,0.5,6.5,3.59037
Female,22,0.000309,0.002244,29,99294.42233,30.744308,0.5,7.5,4.128895
Female,22,0.000325,0.002569,30,99263.678022,32.354794,0.5,8.5,4.682304
Female,22,0.000346,0.002915,31,99231.323228,34.41712,0.5,9.5,5.254122
Female,22,0.000372,0.003286,32,99196.906107,36.98587,0.5,10.5,5.847542
Female,22,0.000403,0.00369,33,99159.920237,40.109074,0.5,11.5,6.465181
Female,22,0.000441,0.00413,34,99119.811163,43.834254,0.5,12.5,7.108966
Female,22,0.000484,0.004615,35,99075.97691,48.195308,0.5,13.5,7.779888
Female,22,0.000534,0.005149,36,99027.781602,53.136023,0.5,14.5,8.476993
Female,22,0.000588,0.005737,37,98974.645579,58.527624,0.5,15.5,9.197156
Female,22,0.000646,0.006383,38,98916.117956,64.235101,0.5,16.5,9.9359
Female,22,0.000706,0.007089,39,98851.882855,70.256692,0.5,17.5,10.68943
Female,22,0.00077,0.007859,40,98781.626164,76.625183,0.5,18.5,11.454878
Female,22,0.000838,0.008698,41,98705.000981,83.419579,0.5,19.5,12.230475
Female,22,0.000913,0.00961,42,98621.581402,90.808918,0.5,20.5,13.015897
Female,22,0.000995,0.010606,43,98530.772485,99.019208,0.5,21.5,13.812096
Female,22,0.001088,0.011694,44,98431.753276,108.24005,0.5,22.5,14.620423
Female,22,0.001192,0.012886,45,98323.513226,118.57872,0.5,23.5,15.441776
Female,22,0.001308,0.014194,46,98204.934507,130.142804,0.5,24.5,16.276614
Female,22,0.001438,0.015631,47,98074.791703,143.034111,0.5,25.5,17.124946
Female,22,0.001582,0.017213,48,97931.757592,157.344544,0.5,26.5,17.986344
Female,22,0.001741,0.018954,49,97774.413048,173.168313,0.5,27.5,18.860037
Female,22,0.001917,0.02087,50,97601.244735,190.687047,0.5,28.5,19.745361
Female,22,0.002112,0.022983,51,97410.557688,210.159432,0.5,29.5,20.641948
Female,22,0.002331,0.025313,52,97200.398256,231.879105,0.5,30.5,21.549633
Female,22,0.002574,0.027888,53,96968.519151,256.109302,0.5,31.5,22.468145
Female,22,0.002846,0.030734,54,96712.40985,283.112892,0.5,32.5,23.397032
Female,22,0.003148,0.033882,55,96429.296958,313.186997,0.5,33.5,24.335725
Female,22,0.003485,0.037366,56,96116.109961,346.706604,0.5,34.5,25.283687
Female,22,0.003861,0.041227,57,95769.403357,384.104465,0.5,35.5,26.240423
Female,22,0.004279,0.045507,58,95385.298891,425.723212,0.5,36.5,27.205179
Female,22,0.00474,0.050247,59,94959.575679,471.576133,0.5,37.5,28.176355
Female,22,0.005242,0.055488,60,94487.999546,521.482551,0.5,38.5,29.151581
Female,22,0.005779,0.061268,61,93966.516995,574.962273,0.5,39.5,30.127731
Female,22,0.006344,0.067611,62,93391.554722,631.114965,0.5,40.5,31.10092
Female,22,0.006923,0.074534,63,92760.439757,688.737597,0.5,41.5,32.066809
Female,22,0.007517,0.082052,64,92071.70216,747.878982,0.5,42.5,33.022672
Female,22,0.008144,0.090196,65,91323.823178,810.267851,0.5,43.5,33.968748
Female,22,0.008827,0.099024,66,90513.555327,878.217826,0.5,44.5,34.907559
Female,22,0.009586,0.108609,67,89635.337501,953.676602,0.5,45.5,35.842456
Female,22,0.010438,0.119047,68,88681.660899,1038.420764,0.5,46.5,36.776883
Female,22,0.011402,0.130449,69,87643.240135,1134.355905,0.5,47.5,37.714149
Female,22,0.012484,0.142934,70,86508.88423,1242.020627,0.5,48.5,38.656219
Female,22,0.013681,0.156614,71,85266.863603,1361.041493,0.5,49.5,39.603448
Female,22,0.014974,0.171588,72,83905.82211,1489.747945,0.5,50.5,40.554377
Female,22,0.016375,0.187964,73,82416.074164,1629.142177,0.5,51.5,41.507961
Female,22,0.017907,0.205871,74,80786.931988,1781.558841,0.5,52.5,42.46409
Female,22,0.019594,0.225465,75,79005.373147,1949.314342,0.5,53.5,43.423148
Female,22,0.021455,0.24692,76,77056.058805,2134.497249,0.5,54.5,44.385624
Female,22,0.023507,0.270427,77,74921.561556,2338.666929,0.5,55.5,45.351757
Female,22,0.025756,0.296184,78,72582.894627,2562.409603,0.5,56.5,46.321212
Female,22,0.028193,0.324377,79,70020.485024,2804.86346,0.5,57.5,47.292819
Female,22,0.030791,0.355168,80,67215.621565,3063.252655,0.5,58.5,48.264403
Female,22,0.033495,0.388662,81,64152.368909,3332.270109,0.5,59.5,49.232677
Female,22,0.036152,0.424814,82,60820.098801,3596.608065,0.5,60.5,50.191524
Female,22,0.038729,0.463542,83,57223.490735,3853.007555,0.5,61.5,51.136343
Female,22,0.041114,0.504656,84,53370.48318,4090.304564,0.5,62.5,52.062133
Female,22,0.043175,0.547831,85,49280.178616,4295.299629,0.5,63.5,52.96355
Female,22,0.044762,0.592594,86,44984.878987,4453.278377,0.5,64.5,53.834974
Female,22,0.045724,0.638318,87,40531.60061,4548.957888,0.5,65.5,54.670567
Female,22,0.045915,0.684232,88,35982.642722,4567.898235,0.5,66.5,55.464367
Female,22,0.045215,0.729448,89,31414.744488,4498.330281,0.5,67.5,56.210404
Female,22,0.043556,0.773003,90,26916.414207,4333.22132,0.5,68.5,56.902875
Female,22,0.040933,0.813936,91,22583.192887,4072.249401,0.5,69.5,57.536379
Female,22,0.037424,0.85136,92,18510.943486,3723.22936,0.5,70.5,58.106238
Female,22,0.033195,0.884555,93,14787.714126,3302.49356,0.5,71.5,58.608874
Female,22,0.028485,0.91304,94,11485.220566,2833.842738,0.5,72.5,59.042243
Female,22,0.023581,0.936621,95,8651.377829,2345.974996,0.5,73.5,59.406237
Female,22,0.018784,0.955404,96,6305.402832,1868.726307,0.5,74.5,59.702987
Female,22,0.014362,0.969767,97,4436.676525,1428.87852,0.5,75.5,59.936944
Female,22,0.010519,0.980286,98,3007.798005,1046.526567,0.5,76.5,60.114679
Female,22,0.007367,0.987653,99,1961.271438,732.902272,0.5,77.5,60.244355
Female,22,0.004926,0.992579,100,1228.369167,490.121634,0.5,78.5,60.334963
Female,22,0.003143,0.995723,101,738.247532,312.717812,0.5,79.5,60.395464
Female,22,0.001913,0.997636,102,425.529721,190.302088,0.5,80.5,60.434011
Female,22,0.00111,0.998746,103,235.227632,110.472921,0.5,81.5,60.457433
Female,22,0.000615,0.999361,104,124.754712,61.219921,0.5,82.5,60.471006
Female,22,0.000639,1,105,63.534791,63.534791,1.459488,84.459488,60.486325
Female,27,0.000289,0.000289,27,99352.63572,28.671264,0.5,0.5,0.5
Female,27,0.000297,0.000586,28,99323.964456,29.542127,0.5,1.5,1.00748
Female,27,0.000309,0.000895,29,99294.42233,30.744308,0.5,2.5,1.523304
Female,27,0.000326,0.001221,30,99263.678022,32.354794,0.5,3.5,2.050501
Female,27,0.000346,0.001567,31,99231.323228,34.41712,0.5,4.5,2.591854
Female,27,0.000372,0.00194,32,99196.906107,36.98587,0.5,5.5,3.149984
Female,27,0.000404,0.002343,33,99159.920237,40.109074,0.5,6.5,3.727097
Female,27,0.000441,0.002785,34,99119.811163,43.834254,0.5,7.5,4.324882
Female,27,0.000485,0.00327,35,99075.97691,48.195308,0.5,8.5,4.944301
Female,27,0.000535,0.003805,36,99027.781602,53.136023,0.5,9.5,5.58472
Female,27,0.000589,0.004394,37,98974.645579,58.527624,0.5,10.5,6.243753
Female,27,0.000647,0.00504,38,98916.117956,64.235101,0.5,11.5,6.918009
Female,27,0.000707,0.005747,39,98851.882855,70.256692,0.5,12.5,7.604814
Female,27,0.000771,0.006519,40,98781.626164,76.625183,0.5,13.5,8.302305
Female,27,0.00084,0.007358,41,98705.000981,83.419579,0.5,14.5,9.009515
Female,27,0.000914,0.008272,42,98621.581402,90.808918,0.5,15.5,9.726659
Female,27,0.000997,0.009269,43,98530.772485,99.019208,0.5,16.5,10.454972
Female,27,0.001089,0.010358,44,98431.753276,108.24005,0.5,17.5,11.195947
Female,27,0.001194,0.011552,45,98323.513226,118.57872,0.5,18.5,11.950591
Female,27,0.00131,0.012862,46,98204.934507,130.142804,0.5,19.5,12.719465
Female,27,0.00144,0.014301,47,98074.791703,143.034111,0.5,20.5,13.5027
Female,27,0.001584,0.015885,48,97931.757592,157.344544,0.5,21.5,14.300009
Female,27,0.001743,0.017628,49,97774.413048,173.168313,0.5,22.5,15.110781
Female,27,0.001919,0.019547,50,97601.244735,190.687047,0.5,23.5,15.934495
Female,27,0.002115,0.021663,51,97410.557688,210.159432,0.5,24.5,16.77089
Female,27,0.002334,0.023997,52,97200.398256,231.879105,0.5,25.5,17.619883
Female,27,0.002578,0.026574,53,96968.519151,256.109302,0.5,26.5,18.481279
Female,27,0.00285,0.029424,54,96712.40985,283.112892,0.5,27.5,19.354704
Female,27,0.003152,0.032576,55,96429.296958,313.186997,0.5,28.5,20.239661
Female,27,0.00349,0.036066,56,96116.109961,346.706604,0.5,29.5,21.135674
Female,27,0.003866,0.039932,57,95769.403357,384.104465,0.5,30.5,22.042297
Female,27,0.004285,0.044217,58,95385.298891,425.723212,0.5,31.5,22.958825
Female,27,0.004746,0.048963,59,94959.575679,471.576133,0.5,32.5,23.883743
Female,27,0.005249,0.054212,60,94487.999546,521.482551,0.5,33.5,24.814787
Female,27,0.005787,0.059999,61,93966.516995,574.962273,0.5,34.5,25.748952
Female,27,0.006352,0.066351,62,93391.554722,631.114965,0.5,35.5,26.682485
Female,27,0.006932,0.073284,63,92760.439757,688.737597,0.5,36.5,27.611169
Female,27,0.007528,0.080811,64,92071.70216,747.878982,0.5,37.5,28.532308
Female,27,0.008155,0.088967,65,91323.823178,810.267851,0.5,38.5,29.446034
Female,27,0.008839,0.097806,66,90513.555327,878.217826,0.5,39.5,30.354679
Female,27,0.009599,0.107405,67,89635.337501,953.676602,0.5,40.5,31.261377
Female,27,0.010452,0.117857,68,88681.660899,1038.420764,0.5,41.5,32.169366
Female,27,0.011417,0.129274,69,87643.240135,1134.355905,0.5,42.5,33.081764
Female,27,0.012501,0.141776,70,86508.88423,1242.020627,0.5,43.5,34.000398
Female,27,0.013699,0.155475,71,85266.863603,1361.041493,0.5,44.5,34.925533
Female,27,0.014995,0.170469,72,83905.82211,1489.747945,0.5,45.5,35.855668
Female,27,0.016398,0.186867,73,82416.074164,1629.142177,0.5,46.5,36.789709
Female,27,0.017932,0.204798,74,80786.931988,1781.558841,0.5,47.5,37.727477
Female,27,0.01962,0.224419,75,79005.373147,1949.314342,0.5,48.5,38.669283
Female,27,0.021484,0.245903,76,77056.058805,2134.497249,0.5,49.5,39.615542
Female,27,0.023539,0.269442,77,74921.561556,2338.666929,0.5,50.5,40.566434
Female,27,0.025791,0.295233,78,72582.894627,2562.409603,0.5,51.5,41.521573
Female,27,0.028231,0.323464,79,70020.485024,2804.86346,0.5,52.5,42.479751
Female,27,0.030832,0.354296,80,67215.621565,3063.252655,0.5,53.5,43.438772
Female,27,0.03354,0.387836,81,64152.368909,3332.270109,0.5,54.5,44.39534
Female,27,0.0362,0.424037,82,60820.098801,3596.608065,0.5,55.5,45.343357
Female,27,0.038781,0.462818,83,57223.490735,3853.007555,0.5,56.5,46.278211
Female,27,0.04117,0.503987,84,53370.48318,4090.304564,0.5,57.5,47.194893
Female,27,0.043233,0.54722,85,49280.178616,4295.299629,0.5,58.5,48.088048
Female,27,0.044823,0.592043,86,44984.878987,4453.278377,0.5,59.5,48.952035
Female,27,0.045786,0.637829,87,40531.60061,4548.957888,0.5,60.5,49.780995
Female,27,0.045977,0.683806,88,35982.642722,4567.898235,0.5,61.5,50.568939
Female,27,0.045276,0.729082,89,31414.744488,4498.330281,0.5,62.5,51.309864
Female,27,0.043615,0.772697,90,26916.414207,4333.22132,0.5,63.5,51.997932
Female,27,0.040988,0.813684,91,22583.192887,4072.249401,0.5,64.5,52.6277
Female,27,0.037475,0.851159,92,18510.943486,3723.22936,0.5,65.5,53.194443
Female,27,0.03324,0.884399,93,14787.714126,3302.49356,0.5,66.5,53.694532
Female,27,0.028523,0.912923,94,11485.220566,2833.842738,0.5,67.5,54.125865
Female,27,0.023613,0.936535,95,8651.377829,2345.974996,0.5,68.5,54.488277
Female,27,0.018809,0.955344,96,6305.402832,1868.726307,0.5,69.5,54.783831
Female,27,0.014382,0.969726,97,4436.676525,1428.87852,0.5,70.5,55.016915
Female,27,0.010533,0.980259,98,3007.798005,1046.526567,0.5,71.5,55.194036
Female,27,0.007377,0.987636,99,1961.271438,732.902272,0.5,72.5,55.323296
Female,27,0.004933,0.992569,100,1228.369167,490.121634,0.5,73.5,55.413636
Female,27,0.003148,0.995717,101,738.247532,312.717812,0.5,74.5,55.473969
Female,27,0.001915,0.997632,102,425.529721,190.302088,0.5,75.5,55.512419
Female,27,0.001112,0.998744,103,235.227632,110.472921,0.5,76.5,55.535785
Female,27,0.000616,0.999361,104,124.754712,61.219921,0.5,77.5,55.549328
Female,27,0.000639,1,105,63.534791,63.534791,1.459488,79.459488,55.564618
Female,32,0.000373,0.000373,32,99196.906107,36.98587,0.5,0.5,0.5
Female,32,0.000404,0.000777,33,99159.920237,40.109074,0.5,1.5,1.020256
Female,32,0.000442,0.001219,34,99119.811163,43.834254,0.5,2.5,1.556631
Female,32,0.000486,0.001705,35,99075.97691,48.195308,0.5,3.5,2.110432
Female,32,0.000536,0.002241,36,99027.781602,53.136023,0.5,4.5,2.681708
Female,32,0.00059,0.002831,37,98974.645579,58.527624,0.5,5.5,3.269154
Female,32,0.000648,0.003478,38,98916.117956,64.235101,0.5,6.5,3.870661
Female,32,0.000708,0.004186,39,98851.882855,70.256692,0.5,7.5,4.484669
Female,32,0.000772,0.004959,40,98781.626164,76.625183,0.5,8.5,5.110146
Female,32,0.000841,0.0058,41,98705.000981,83.419579,0.5,9.5,5.746656
Female,32,0.000915,0.006715,42,98621.581402,90.808918,0.5,10.5,6.394643
Female,32,0.000998,0.007713,43,98530.772485,99.019208,0.5,11.5,7.055333
Female,32,0.001091,0.008805,44,98431.753276,108.24005,0.5,12.5,7.730093
Female,32,0.001195,0.01,45,98323.513226,118.57872,0.5,13.5,8.419819
Female,32,0.001312,0.011312,46,98204.934507,130.142804,0.5,14.5,9.124998
Female,32,0.001442,0.012754,47,98074.791703,143.034111,0.5,15.5,9.845738
Female,32,0.001586,0.01434,48,97931.757592,157.344544,0.5,16.5,10.581778
Female,32,0.001746,0.016086,49,97774.413048,173.168313,0.5,17.5,11.332574
Female,32,0.001922,0.018008,50,97601.244735,190.687047,0.5,18.5,12.097674
Female,32,0.002119,0.020127,51,97410.557688,210.159432,0.5,19.5,12.876869
Female,32,0.002338,0.022464,52,97200.398256,231.879105,0.5,20.5,13.670109
Female,32,0.002582,0.025046,53,96968.519151,256.109302,0.5,21.5,14.477237
Female,32,0.002854,0.0279,54,96712.40985,283.112892,0.5,22.5,15.297927
Female,32,0.003157,0.031057,55,96429.296958,313.186997,0.5,23.5,16.131732
Female,32,0.003495,0.034553,56,96116.109961,346.706604,0.5,24.5,16.978218
Female,32,0.003872,0.038425,57,95769.403357,384.104465,0.5,25.5,17.836977
Female,32,0.004292,0.042716,58,95385.298891,425.723212,0.5,26.5,18.707349
Female,32,0.004754,0.04747,59,94959.575679,471.576133,0.5,27.5,19.587894
Female,32,0.005257,0.052727,60,94487.999546,521.482551,0.5,28.5,20.476452
Female,32,0.005796,0.058524,61,93966.516995,574.962273,0.5,29.5,21.370145
Female,32,0.006362,0.064886,62,93391.554722,631.114965,0.5,30.5,22.265355
Female,32,0.006943,0.071829,63,92760.439757,688.737597,0.5,31.5,23.157996
Female,32,0.007539,0.079368,64,92071.70216,747.878982,0.5,32.5,24.04541
Female,32,0.008168,0.087537,65,91323.823178,810.267851,0.5,33.5,24.927644
Female,32,0.008853,0.09639,66,90513.555327,878.217826,0.5,34.5,25.806853
Female,32,0.009614,0.106004,67,89635.337501,953.676602,0.5,35.5,26.68597
Female,32,0.010468,0.116472,68,88681.660899,1038.420764,0.5,36.5,27.568035
Female,32,0.011435,0.127907,69,87643.240135,1134.355905,0.5,37.5,28.45599
Female,32,0.012521,0.140428,70,86508.88423,1242.020627,0.5,38.5,29.351527
Female,32,0.013721,0.154149,71,85266.863603,1361.041493,0.5,39.5,30.25483
Female,32,0.015018,0.169167,72,83905.82211,1489.747945,0.5,40.5,31.164363
Female,32,0.016423,0.18559,73,82416.074164,1629.142177,0.5,41.5,32.078988
Female,32,0.01796,0.20355,74,80786.931988,1781.558841,0.5,42.5,32.998465
Female,32,0.019651,0.223201,75,79005.373147,1949.314342,0.5,43.5,33.923036
Female,32,0.021518,0.244719,76,77056.058805,2134.497249,0.5,44.5,34.853054
Female,32,0.023576,0.268295,77,74921.561556,2338.666929,0.5,45.5,35.788639
Female,32,0.025832,0.294126,78,72582.894627,2562.409603,0.5,46.5,36.729361
Female,32,0.028276,0.322402,79,70020.485024,2804.86346,0.5,47.5,37.673981
Female,32,0.030881,0.353283,80,67215.621565,3063.252655,0.5,48.5,38.620286
Female,32,0.033592,0.386875,81,64152.368909,3332.270109,0.5,49.5,39.564975
Female,32,0.036257,0.423132,82,60820.098801,3596.608065,0.5,50.5,40.501973
Female,32,0.038842,0.461974,83,57223.490735,3853.007555,0.5,51.5,41.426668
Female,32,0.041234,0.503209,84,53370.48318,4090.304564,0.5,52.5,42.334046
Female,32,0.043301,0.546509,85,49280.178616,4295.299629,0.5,53.5,43.218741
Female,32,0.044893,0.591403,86,44984.878987,4453.278377,0.5,54.5,44.0751
Female,32,0.045858,0.63726,87,40531.60061,4548.957888,0.5,55.5,44.897247
Female,32,0.046049,0.683309,88,35982.642722,4567.898235,0.5,56.5,45.679166
Female,32,0.045347,0.728657,89,31414.744488,4498.330281,0.5,57.5,46.414828
Female,32,0.043683,0.77234,90,26916.414207,4333.22132,0.5,58.5,47.098358
Female,32,0.041052,0.813392,91,22583.192887,4072.249401,0.5,59.5,47.724273
Female,32,0.037534,0.850926,92,18510.943486,3723.22936,0.5,60.5,48.287801
Female,32,0.033292,0.884218,93,14787.714126,3302.49356,0.5,61.5,48.785263
Female,32,0.028568,0.912786,94,11485.220566,2833.842738,0.5,62.5,49.214499
Female,32,0.02365,0.936435,95,8651.377829,2345.974996,0.5,63.5,49.575279
Female,32,0.018839,0.955274,96,6305.402832,1868.726307,0.5,64.5,49.869603
Female,32,0.014404,0.969679,97,4436.676525,1428.87852,0.5,65.5,50.101791
Female,32,0.01055,0.980229,98,3007.798005,1046.526567,0.5,66.5,50.278282
Female,32,0.007388,0.987617,99,1961.271438,732.902272,0.5,67.5,50.407117
Female,32,0.004941,0.992558,100,1228.369167,490.121634,0.5,68.5,50.497183
Female,32,0.003152,0.99571,101,738.247532,312.717812,0.5,69.5,50.557347
Female,32,0.001918,0.997629,102,425.529721,190.302088,0.5,70.5,50.595696
Female,32,0.001114,0.998742,103,235.227632,110.472921,0.5,71.5,50.619006
Female,32,0.000617,0.99936,104,124.754712,61.219921,0.5,72.5,50.632519
Female,32,0.00064,1,105,63.534791,63.534791,1.459488,74.459488,50.64778
Female,37,0.000591,0.000591,37,98974.645579,58.527624,0.5,0.5,0.5
Female,37,0.000649,0.00124,38,98916.117956,64.235101,0.5,1.5,1.023246
Female,37,0.00071,0.00195,39,98851.882855,70.256692,0.5,2.5,1.560766
Female,37,0.000774,0.002724,40,98781.626164,76.625183,0.5,3.5,2.11184
Female,37,0.000843,0.003567,41,98705.000981,83.419579,0.5,4.5,2.676098
Female,37,0.000917,0.004485,42,98621.581402,90.808918,0.5,5.5,3.253821
Female,37,0.001,0.005485,43,98530.772485,99.019208,0.5,6.5,3.845898
Female,37,0.001094,0.006579,44,98431.753276,108.24005,0.5,7.5,4.453332
Female,37,0.001198,0.007777,45,98323.513226,118.57872,0.5,8.5,5.076746
Female,37,0.001315,0.009092,46,98204.934507,130.142804,0.5,9.5,5.716466
Female,37,0.001445,0.010537,47,98074.791703,143.034111,0.5,10.5,6.372537
Female,37,0.00159,0.012127,48,97931.757592,157.344544,0.5,11.5,7.044722
Female,37,0.00175,0.013876,49,97774.413048,173.168313,0.5,12.5,7.732563
Female,37,0.001927,0.015803,50,97601.244735,190.687047,0.5,13.5,8.435705
Female,37,0.002123,0.017926,51,97410.557688,210.159432,0.5,14.5,9.15402
Female,37,0.002343,0.020269,52,97200.398256,231.879105,0.5,15.5,9.887523
Female,37,0.002588,0.022857,53,96968.519151,256.109302,0.5,16.5,10.636126
Female,37,0.00286,0.025717,54,96712.40985,283.112892,0.5,17.5,11.399578
Female,37,0.003164,0.028881,55,96429.296958,313.186997,0.5,18.5,12.177515
Female,37,0.003503,0.032384,56,96116.109961,346.706604,0.5,19.5,12.969578
Female,37,0.003881,0.036265,57,95769.403357,384.104465,0.5,20.5,13.775426
Female,37,0.004301,0.040567,58,95385.298891,425.723212,0.5,21.5,14.594473
Female,37,0.004765,0.045331,59,94959.575679,471.576133,0.5,22.5,15.425396
Female,37,0.005269,0.0506,60,94487.999546,521.482551,0.5,23.5,16.266182
Female,37,0.005809,0.056409,61,93966.516995,574.962273,0.5,24.5,17.114124
Female,37,0.006377,0.062786,62,93391.554722,631.114965,0.5,25.5,17.965794
Female,37,0.006959,0.069745,63,92760.439757,688.737597,0.5,26.5,18.81729
Female,37,0.007556,0.077301,64,92071.70216,747.878982,0.5,27.5,19.666037
Female,37,0.008187,0.085487,65,91323.823178,810.267851,0.5,28.5,20.512013
Female,37,0.008873,0.094361,66,90513.555327,878.217826,0.5,29.5,21.357194
Female,37,0.009636,0.103996,67,89635.337501,953.676602,0.5,30.5,22.204303
Female,37,0.010492,0.114488,68,88681.660899,1038.420764,0.5,31.5,23.05617
Female,37,0.011461,0.125949,69,87643.240135,1134.355905,0.5,32.5,23.915537
Female,37,0.012549,0.138498,70,86508.88423,1242.020627,0.5,33.5,24.783956
Female,37,0.013751,0.152249,71,85266.863603,1361.041493,0.5,34.5,25.661526
Female,37,0.015052,0.167301,72,83905.82211,1489.747945,0.5,35.5,26.546677
